readable_name,name,country_specific_code,country_2_letter
Toktogul r.,Токтогул р.,41703225,KG
Tokunoshima-cho,徳之島町,465305,JP
Tokushima-shi,徳島市,362018,JP
Tol,Tol,215,FM
Tola,Tola,8005,NI
Tolak,تولک,2309,AF
Tolbo,Толбо,0211,MN
Tolcayuca,Tolcayuca,13075,MX
Tole District,Tolé,10413,PA
Tole bi audany,Төле би ауданы,5158,KZ
Toledo,Toledo,3169109,BR
Toledo,Toledo,4127700,BR
Toledo,Toledo,05819,CO
Toledo,Toledo,54820,CO
Toledo,Toledo,45,ES
Tolga,Tolga,DZ009032,DZ
Tolga,Tolga,3426,NO
Tolhuin,Tolhuin,94011,AR
Toli Toli,Tolitoli,7206,ID
Toliara I,Toliara I,6308,MG
Toliara II,Toliara II,6309,MG
Toliman Municipality,Tolimán,14099,MX
Toliman Municipality,Tolimán,22018,MX
Tolland County,Tolland,09013,US
Tolmin,Tolmin,128060,SI
Tolminske Ravne,Tolminske Ravne,128061,SI
Tolminski Lom,Tolminski Lom,128062,SI
Tolna  District,Tolna,175,HU
Tolochinskiy,Толочинский,2246,BY
Tolon District,Tolon,0812,GH
Tolsti Vrh,Tolsti Vrh,060154,SI
Tolsti Vrh,Tolsti Vrh pri Ravnah na Koroškem-del,103024,SI
Tolsti Vrh,Tolsti Vrh,114050,SI
Tolsti Vrh,Tolsti Vrh,119049,SI
Tolsti Vrh p. R. na K. - del,Tolsti Vrh pri Ravnah na Koroškem-del,025019,SI
Tolsti Vrh pri Mislinji,Tolsti Vrh pri Mislinji,076010,SI
Tolu,Santiago de Tolú,70820,CO
Toluca Municipality,Toluca,15106,MX
Toluviejo,Toluviejo,70823,CO
Tolčane,Tolčane,039109,SI
Tom Green County,Tom Green,48451,US
Tom parish,Tomes pagasts,0040550,LV
Tomai,Tomai,5730000,MD
Tomai,Tomai,9632000,MD
Tomaiul Nou,Tomaiul Nou,5731000,MD
Tomaj,Tomaj,111056,SI
Tomakomai-shi,苫小牧市,012131,JP
Tomala,Tomalá,1325,HN
Tomamae-cho,苫前町,014834,JP
Tomar,Tomar,1418,PT
Tomar do Geru,Tomar do Geru,2807501,BR
Tomari-mura,泊村,014036,JP
Tomarinskiy gorodskoy okrug,Томаринский городской округ,64248,RU
Tomarza,Tomarza,381680,TR
Tomas Barron Province,Tomás Barrón,0411,BO
Tomas Frias Province,Tomás Frías,0501,BO
Tomas Romero Pereira,Tomás Romero Pereira,0724,PY
Tomaszow Lubelski County,powiat tomaszowski,0618,PL
Tomaszow Mazowiecki County,powiat tomaszowski,1016,PL
Tomatlan,Tomatlán,14100,MX
Tomatlán,Tomatlán,30186,MX
Tomazina,Tomazina,4127809,BR
Tomačevica,Tomačevica,049029,SI
Tomaška Vas,Tomaška vas,112017,SI
Tomaž nad Vojnikom,Tomaž nad Vojnikom,139053,SI
Tomažini,Tomažini,134078,SI
Tomažja Vas,Tomažja vas,121032,SI
Tomboco,Tomboco,18006,AO
Tombos,Tombos,3169208,BR
Tombua,Tômbwa (Porto Alexandre),16004,AO
Tomdi t.,Томди т.,1712244,UZ
Tome-shi,登米市,042129,JP
Tomelilla Municipality,Tomelilla,1270,SE
Tomescht,Tomești,158895,RO
Tomesd,Tomești,091447,RO
Tomești,Tomești,086453,RO
Tomești,Tomești,095293,RO
Tomigusuku-shi,豊見城市,472123,JP
Tomika-cho,富加町,215023,JP
Tomil Municipality,Tomil,104,FM
Tominian Cercle,Tominian,77,ML
Tominje,Tominje,038053,SI
Tomioka-machi,富岡町,075434,JP
Tomioka-shi,富岡市,102105,JP
Tomisato-shi,富里市,122335,JP
Tomiya-shi,富谷市,042161,JP
Tomišelj,Tomišelj,037018,SI
Tomnatic,Tomnatic,159473,RO
Tomohon,Kota Tomohon,7173,ID
Tomorbulag,Төмөрбулаг,2113,MN
Tompkins County,Tompkins,36109,US
Tompojevci,Tompojevci,04561,HR
Tomponskiy municipal'nyy rayon,Томпонский муниципальный район,98250,RU
Tomskiy,Томский,69254,RU
Tomzhangsa Gewog,Tongmijangsa,2606,BT
Tomás Cohen,Zambrano,13894,CO
Tomé Açu,Tomé-Açu,1508001,BR
Tomșani,Tomșani,135896,RO
Tomșani,Tomșani,173935,RO
Tona,Tona,68820,CO
Tonacatepeque,Tonacatepeque,0618,SV
Tonaki-son,渡名喜村,473561,JP
Tonala,Tonalá,07097,MX
Tonala Municipality,Tonalá,14101,MX
Tonami-shi,砺波市,162086,JP
Tonanitla,Tonanitla,15125,MX
Tonantins,Tonantins,1304237,BR
Tonatico Municipality,Tonatico,15107,MX
Tonaya,Tonaya,14102,MX
Tonayan,Tonayán,30187,MX
Tondabayashi-shi,富田林市,272141,JP
Tondela,Tondela,1821,PT
Tondoro Constituency,Tondoro,1403,NA
Tone,Tone,54,TG
Tone-machi,利根町,085642,JP
Tonekabon,تنكابن,2705,IR
Tong r.,Тоң р.,41702220,KG
Tongaren,Tongaren,648,KE
Tongariki,Tongariki,506,VU
Tongch'ang-gun,동창군,0320,KP
Tongchuan Shi,铜川市,6102,CN
Tonghua Shi,通化市,2205,CN
Tongliao Shi,通辽市,1505,CN
Tongling Shi,铜陵市,3407,CN
Tongren Shi,铜仁市,5206,CN
Tongrim-gun,동림군,0321,KP
Tongsin-gun,동신군,0416,KP
Tongyeong-si,통영시,48220,KR
Tonila,Tonila,14103,MX
Tonj East County,Tonj East,1601,SS
Tonj North County,Tonj North,1602,SS
Tonj South County,Tonj South,1603,SS
Tonkhil,Тонхил,0510,MN
Tonkinskiy municipal'nyy rayon,Тонкинский муниципальный район,22252,RU
Tonkolili District,Tonkolili,13,SL
Tonkpi,Tonkpi,31,CI
Tonoshou-cho,土庄町,373222,JP
Tonosi District,Tonosí,10707,PA
Tonpheung,ມ. ຕົ້ນເຜິ້ງ,0502,LA
Tonsberg,Tønsberg,3905,NO
Tonshaevskiy municipal'nyy rayon,Тоншаевский муниципальный район,22253,RU
Tonya,Tonya,611681,TR
Tooele County,Tooele,49045,US
Tookamachi-shi,十日町市,152102,JP
Toole County,Toole,30101,US
Toomatagi,Toomatagi,10206,WS
Toombs County,Toombs,13279,US
Toomlarn,ມ. ຕຸ້ມລານ,1403,LA
Toono-shi,遠野市,032085,JP
Toowoomba,Toowoomba,36910,AU
Tooz Khurmato,طوز خورماتو,0207,IQ
Topaga,Tópaga,15820,CO
Topaipi,Topaipí,25823,CO
Topala,Topala,2929000,MD
Topalu,Topalu,063045,RO
Topana,Topana,129503,RO
Topchihinskiy municipal'nyy rayon,Топчихинский муниципальный район,01249,RU
Topia,Topia,10037,MX
Topkinskiy municipal'nyy okrug,Топкинский муниципальный округ,32231,RU
Topla,Topla,016008,SI
Topla Reber,Topla Reber,048125,SI
Topleț,Topleț,054387,RO
Topliceni,Topliceni,049769,RO
Topol,Topol,150038,SI
Topol pri Begunjah,Topol pri Begunjah,013058,SI
Topol pri Medvodah,Topol pri Medvodah,071021,SI
Topola,Топола,71153,RS
Topolc,Topolc,038054,SI
Topole,Topole,072004,SI
Topole,Topole,106032,SI
Topolje,Topolje,146021,SI
Topolog,Topolog,161384,RO
Topolovci,Topolovci,152008,SI
Topolovec,Topolovec,050093,SI
Topolovec,Topolovec,124067,SI
Topolovgrad,Тополовград,HKV32,BG
Topolovo,Topolovo,051017,SI
Topolšica,Topolšica,126010,SI
Toporu,Toporu,154709,RO
Topovlje,Topovlje,151019,SI
Topoľčany District,Topoľčany,406,SK
Toprakkale,Toprakkale,802029,TR
Topusko,Topusko,04570,HR
Torah,قسم طره,0905,EG
Torbalı,Torbalı,351682,TR
Torbat-e-Heydariyeh,تربت حيدريه,1108,IR
Torbat-e-Jam,تربت جام,1107,IR
Torbeevskiy municipal'nyy rayon,Торбеевский муниципальный район,89254,RU
Tordinci,Tordinci,04588,HR
Tori Rural Municipality,Tori vald,0809,EE
Tori-Bossito,Tori-Bossito,037,BJ
Toribío,Toribío,19821,CO
Toride-shi,取手市,082171,JP
Torit County,Torit,3104,SS
Toritama,Toritama,2615409,BR
Torja,Turia,064871,RO
Torka,Torka,146022,SI
Torkaman,تركمن,2404,IR
Torne Valley Sub-region,Torniolaakso,193,FI
Tornquist,Tornquist,06819,AR
Tornó,Târnova,054350,RO
Toro,Toro,76823,CO
Toro,Toro,0518,NG
Torodi Department,Torodi,6013,NE
Torola,Torola,1324,SV
Toroma,Toroma,9017,UG
Toropeckiy municipal'nyy rayon,Торопецкий муниципальный район,28255,RU
Toropi,Toropi,4321493,BR
Tororo,Tororo,7802,UG
Tororo Municipality,Tororo Municipality,7803,UG
Toroslar,Toroslar,332066,TR
Torovo,Torovo,138011,SI
Torrance County,Torrance,35057,US
Torre de Moncorvo,Torre de Moncorvo,0409,PT
Torre de Pedra,Torre de Pedra,3554656,BR
Torrens Island Unincorporated Area,Torrens Island Unincorporated Area,SA159,AU
Torreon,Torreón,05035,MX
Torres,Torres,4321501,BR
Torres,Torres,101,VU
Torres Novas,Torres Novas,1419,PT
Torres Strait Island Region,Torres Strait Island,36960,AU
Torres Vedras,Torres Vedras,1113,PT
Torrinha,Torrinha,3554706,BR
Torsås Municipality,Torsås,0834,SE
Torteval,Torteval,14,GG
Tortoman,Tortoman,063189,RO
Tortum,Tortum,251683,TR
Torul,Torul,291684,TR
Toruń County,powiat toruński,0415,PL
Torzhokskiy municipal'nyy rayon,Торжокский муниципальный район,28254,RU
Tosa-cho,土佐町,393631,JP
Tosa-shi,土佐市,392057,JP
Tosagua Canton,Tosagua,1315,EC
Tosashimizu-shi,土佐清水市,392090,JP
Toshima-ku,豊島区,131164,JP
Toshima-mura,利島村,133621,JP
Toshima-mura,十島村,463043,JP
Toshkent t.,Тошкент т.,1727265,UZ
Toshloq t.,Тошлоқ т.,1730227,UZ
Tosing,Tosing,G03,LS
Tosnenskiy municipal'nyy rayon,Тосненский муниципальный район,41248,RU
Tosontsengel,Тосонцэнгэл,1113,MN
Tosontsengel,Тосонцэнгэл,2112,MN
Tosu-shi,鳥栖市,412031,JP
Tosya,Tosya,371685,TR
Tota,Tota,15822,CO
Totatiche,Totatiche,14104,MX
Totemskiy municipal'nyy rayon,Тотемский муниципальный район,19246,RU
Totești,Totești,091624,RO
Totness,Totness,0403,SR
Toto,Toto,2612,NG
Totolac Municipality,Totolac,29036,MX
Totolapa,Totolapa,07098,MX
Totolapan,Totolapan,17027,MX
Totoltepec de Guerrero Municipality,Totoltepec de Guerrero,21190,MX
Totonicapan,Totonicapán,0801,GT
Totontepec Villa de Morelos Municipality,Totontepec Villa de Morelos,20554,MX
Totoro,Totoró,19824,CO
Tototlan,Tototlán,14105,MX
Totsukawa-mura,十津川村,294497,JP
Tottori-shi,鳥取市,312011,JP
Totutla,Totutla,30188,MX
Touahria,Touahria,DZ029032,DZ
Toubetsu-cho,当別町,013030,JP
Toucountouna,Toucountouna,029,BJ
Toudja,Toudja,DZ008052,DZ
Touei-cho,東栄町,235628,JP
Tougane-shi,東金市,122131,JP
Touggourt,Touggourt,DZ033020,DZ
Tougou-cho,東郷町,233021,JP
Tougue Prefecture,Tougué,65,GN
Touhoku-machi,東北町,024082,JP
Touhou-mura,東峰村,404489,JP
Touin-cho,東員町,243248,JP
Toujounine,توجنين,136,MR
Toukai-mura,東海村,083411,JP
Toukai-shi,東海市,232220,JP
Toukh,مركز طوخ,1408,EG
Toul Kork District,Tuol Kouk,1204,KH
Touma-cho,当麻町,014541,JP
Toumi-shi,東御市,202193,JP
Toungo,Toungo,0219,NG
Tounj,Tounj,05576,HR
Tounoshou-machi,東庄町,123498,JP
Touon-shi,東温市,382159,JP
Touros,Touros,2414407,BR
Tousmouline,Tousmouline,DZ017022,DZ
Tousnina,Tousnina,DZ043041,DZ
Touyako-cho,洞爺湖町,015849,JP
Touyou-cho,東洋町,393011,JP
Tovarnik,Tovarnik,04596,HR
Toviklin,Toviklin,066,BJ
Tovsto,Tovsto,057072,SI
Towada-shi,十和田市,022063,JP
Town of Alice Springs,Alice Springs,70200,AU
Town of Cambridge,Cambridge,51310,AU
Town of Port Hedland,Port Hedland,57280,AU
Town of Victoria Park,Victoria Park,58510,AU
Towner County,Towner,38095,US
Towns County,Towns,13281,US
Toyama-shi,富山市,162019,JP
Toyloq t.,Тойлоқ т.,1718238,UZ
Toyoake-shi,豊明市,232297,JP
Toyohashi-shi,豊橋市,232017,JP
Toyokawa-shi,豊川市,232076,JP
Toyokoro-cho,豊頃町,016454,JP
Toyonaka-shi,豊中市,272035,JP
Toyone-mura,豊根村,235636,JP
Toyono-cho,豊能町,273210,JP
Toyooka-mura,豊丘村,204161,JP
Toyooka-shi,豊岡市,282090,JP
Toyosato-cho,豊郷町,254410,JP
Toyota-shi,豊田市,232114,JP
Toyotomi-cho,豊富町,015164,JP
Toyoura-cho,豊浦町,015717,JP
Toyoyama-cho,豊山町,233421,JP
Tozawa-mura,戸沢村,063673,JP
Tozeur,توزر,6251,TN
Toško Čelo,Toško Čelo,061030,SI
Trabiju,Trabiju,3554755,BR
Trachonas,Τράχωνας,1015,CY
Trachoni Lefkosias,Τραχώνι Λευκωσίας,1137,CY
Trachoni Lemesou,Τραχώνι Λεμεσού,5203,CY
Trachoni Lemesou,Τραχώνι Λεμεσού,5203,XS
Trachypedoula,Τραχυπέδουλα,6208,CY
Tracuateua,Tracuateua,1508035,BR
Tracunhaem,Tracunhaém,2615508,BR
Trafi,طرافي,539,BH
Traian,Traian,025861,RO
Traian,Traian,044202,RO
Traian,Traian,129567,RO
Traian,Traian,154736,RO
Traian,Traian,179702,RO
Traian Vuia,Traian Vuia,159071,RO
Traill County,Traill,38097,US
Traipu,Traipu,2709202,BR
Trairi,Trairi,2313500,BR
Trairão,Trairão,1508050,BR
Trajano de Morais,Trajano de Moraes,3305901,BR
Trakai District Municipality,Trakų r. sav.,1079,LT
Trakan Phuet Phon,ตระการพืชผล,3411,TH
Tram Kak,Tram Kak,2109,KH
Tramandai,Tramandaí,4321600,BR
Tran,Трън,PER51,BG
Trancas,Trancas,90112,AR
Trancoso,Trancoso,0913,PT
Trancoso Municipality,Trancoso,32057,MX
Tranemo Municipality,Tranemo,1452,SE
Transmara East,Transmara East,1291,KE
Transmara West,Transmara West,1242,KE
Transylvania County,Transylvania,37175,US
Tranås Municipality,Tranås,0687,SE
Trapeang Prasat District,Trapeang Prasat,2205,KH
Trapene Parish,Trapenes pagasts,0049510,LV
Trapeza,Τραπέζα,2203,CY
Trashiyangtse,Yangtse,2608,BT
Trata,Trata,122053,SI
Trata pri Velesovem,Trata pri Velesovem,012023,SI
Trate,Trate,118018,SI
Tratna ob Voglajni,Tratna ob Voglajni,120097,SI
Tratna pri Grobelnem,Tratna pri Grobelnem,120098,SI
Traunstein,LK Traunstein,09189,DE
Trava,Trava,066016,SI
Traverse County,Traverse,27155,US
Travesseiro,Travesseiro,4321626,BR
Travis County,Travis,48453,US
Travna Gora,Travna Gora,179019,SI
Travni Dol,Travni Dol,085202,SI
Travnik,Travnik,014030,SI
Travnik,Travnik,066017,SI
Trbinc,Trbinc,212019,SI
Trboje,Trboje,117009,SI
Trbonje,Trbonje,025020,SI
Trbovlje,Trbovlje,129014,SI
Trdkova,Trdkova,056011,SI
Trdobojci,Trdobojci,135034,SI
Treang,Treang,2110,KH
Treasure County,Treasure,30103,US
Treat,Treat,DZ005012,DZ
Trebanjski Vrh,Trebanjski Vrh,130186,SI
Trebelno,Trebelno,199041,SI
Trebelno pri Palovčah,Trebelno pri Palovčah,043088,SI
Trebenče,Trebenče,014026,SI
Trebeše,Trebeše,050094,SI
Trebež,Trebež,009095,SI
Trebež,Trebež,039110,SI
Trebija,Trebija,027063,SI
Trebinje Region,Trebinje,17,BA
Trebisăuţi,Trebisăuți,1435000,MD
Trebišov District,Trebišov,811,SK
Trebižani,Trebižani,049030,SI
Trebnja Gorica,Trebnja Gorica,039111,SI
Trebnje,Trebnje,130188,SI
Trebnji Vrh,Trebnji Vrh,109052,SI
Trebujeni,Trebujeni,6440000,MD
Trebča Vas,Trebča vas,193040,SI
Trebče,Trebče,149010,SI
Trego County,Trego,20195,US
Trehgornyy gorodskoy okrug - gorod Trehgornyy,Трехгорный городской округ - город Трехгорный,75507,RU
Treis Elies,Τρεις Ελιές,5344,CY
Treklyano,Трекляно,KNL50,BG
Trelleborg Municipality,Trelleborg,1287,SE
Tremedal,Tremedal,2931806,BR
Tremembe,Tremembé,3554805,BR
Tremerje,Tremerje,011033,SI
Tremetousia,Τρεμετουσιά,4204,CY
Tremithousa,Τρεμιθούσα,6023,CY
Trenbo District,Trenbo,0716,LR
Trenggalek,Trenggalek,3503,ID
Trenque Lauquen Partido,Trenque Lauquen,06826,AR
Trenta,Trenta,006012,SI
Tres Arroios,Três Arroios,4321634,BR
Tres Arroyos,Tres Arroyos,06833,AR
Tres Barras,Três Barras,4218301,BR
Tres Barras do Parana,Três Barras do Paraná,4127858,BR
Tres Cachoeiras,Três Cachoeiras,4321667,BR
Tres Coroas,Três Coroas,4321709,BR
Tres Forquilhas,Três Forquilhas,4321832,BR
Tres Fronteiras,Três Fronteiras,3554904,BR
Tres Lagoas,Três Lagoas,5008305,BR
Tres Lomas Partido,Tres Lomas,06847,AR
Tres Marias,Três Marias,3169356,BR
Tres Palmeiras,Três Palmeiras,4321857,BR
Tres Passos,Três Passos,4321907,BR
Tres Ranchos,Três Ranchos,5221304,BR
Tres Rios,Três Rios,3306008,BR
Tres de Febrero,3 de Febrero,0521,PY
Tres de Febrero Partido,Tres de Febrero,06840,AR
Tres de Maio,Três de Maio,4321808,BR
Tres de Mayo,3 de Mayo,0611,PY
Tret'yakovskiy municipal'nyy rayon,Третьяковский муниципальный район,01250,RU
Treutlen County,Treutlen,13283,US
Treviso,Treviso,4218350,BR
Treze Tilias,Treze Tílias,4218509,BR
Treze de Maio,Treze de Maio,4218400,BR
Treznea,Treznea,179631,RO
Trgovište,Трговиште,71161,RS
Trgovišče,Trgovišče,087068,SI
Triban,Triban,050095,SI
Tribej,Tribej,025021,SI
Tribunj,Tribunj,06262,HR
Tribuče,Tribuče,017101,SI
Trifaoui,Trifaou,DZ018030,DZ
"Trifeşti, Rezina",Trifești,6731000,MD
Trifești,Trifești,099600,RO
Trifești,Trifești,124723,RO
Trifăneşti,Trifănești,4544000,MD
Trifăuţi,Trifăuți,7836000,MD
Trigg County,Trigg,21221,US
Trikomo,Τρίκωμο,3136,CY
Trikāta Parish,Trikātas pagasts,0054600,LV
Trilj,Trilj,04600,HR
Trimble County,Trimble,21223,US
Trimiklini,Τριμήκληνη,5315,CY
Trimithi,Τριμίθι,2213,CY
Trimithousa,Τριμιθούσα,6314,CY
Trimlini,Trimlini,059025,SI
Trinca,Trinca,4138000,MD
Trincheras,Trincheras,26064,MX
Trincomalee,ත්‍රිකුණාමලය,LK-53,LK
Trindade,Trindade,2615607,BR
Trindade,Trindade,5221403,BR
Trindade do Sul,Trindade do Sul,4321956,BR
Trinidad,Trinidad,85430,CO
Trinidad,Trinidad,2806,CU
Trinidad,Trinidad,1626,HN
Trinidad,Trinidad,0718,PY
Trinidad García de la Cadena,Trinidad García de la Cadena,32011,MX
Trinidad Zaachila,Trinidad Zaachila,20555,MX
Trinidad de Copan,Trinidad de Copán,0422,HN
Trinite,Trinity,121,JE
Trinity County,Trinity,06105,US
Trinity County,Trinity,48455,US
Trinity Palmetto Point Parish,Trinity Palmetto Point,KN-15,KN
Tripoli,طرابلس,31,LB
Tripp County,Tripp,46123,US
Triumph-Beterverwagting,Triumph-Beterverwagting,0407,GY
Triunfo,Triunfo,2516805,BR
Triunfo,Triunfo,2615706,BR
Triunfo,Triunfo,4322004,BR
Triunfo Potiguar,Triunfo Potiguar,2414456,BR
Trivalea-Moșteni,Trivalea-Moșteni,154754,RO
Trizidela do Vale,Trizidela do Vale,2112233,BR
Trlično,Trlično,107008,SI
Trnava,Trnava,04618,HR
Trnava,Trnava,151020,SI
Trnava District,Trnava,207,SK
Trniče,Trniče,115007,SI
Trnjava,Trnjava,068048,SI
Trnje,Trnje,015007,SI
Trnje,Trnje,091026,SI
Trnje,Trnje,122054,SI
Trnje,Trnje,130189,SI
Trno,Trno,120099,SI
Trnov Hrib,Trnov Hrib,057073,SI
Trnovci,Trnovci,205016,SI
Trnovec,Trnovec,048126,SI
Trnovec,Trnovec,071022,SI
Trnovec,Trnovec,073055,SI
Trnovec,Trnovec,110098,SI
Trnovec,Trnovec,135035,SI
Trnovec,Trnovec,209010,SI
Trnovec Bartolovečki,Trnovec Bartolovečki,04626,HR
Trnovec pri Dramljah,Trnovec pri Dramljah,120100,SI
Trnovec pri Slovenski Bistrici,Trnovec pri Slovenski Bistrici,113107,SI
Trnovica,Trnovica,039112,SI
Trnovlje pri Celju,Trnovlje pri Celju,011034,SI
Trnovlje pri Socki,Trnovlje pri Socki,139054,SI
Trnovo,Trnovo,057074,SI
Trnovo,Trnovo,084048,SI
Trnovo ob Soči,Trnovo ob Soči,046031,SI
Trnovska Vas,Trnovska vas,185006,SI
Trnovski Vrh,Trnovski Vrh,185007,SI
Trnovče,Trnovče,068049,SI
Trobelno,Trobelno,043089,SI
Troblje,Troblje,112018,SI
Trobni Dol,Trobni Dol,057075,SI
Trofa,Trofa,1318,PT
Trogir,Trogir,04634,HR
Troianul,Troianul,154790,RO
Troickiy gorodskoy okrug - gorod Troick,Троицкий городской округ - город Троицк,75452,RU
Troickiy municipal'nyy rayon,Троицкий муниципальный район,01251,RU
Troickiy municipal'nyy rayon,Троицкий муниципальный район,75254,RU
Troicko-Pechorskiy,Троицко-Печорский,87236,RU
Trois Verges,Troisvierges,0504,LU
Troitskiy,Троицкий,45298,RU
Troiţcoe,Troițcoe,2930000,MD
Trojane,Trojane,068050,SI
Trojes,Trojes,0719,HN
Trojno,Trojno,057076,SI
Trollhättan Municipality,Trollhättan,1488,SE
Trombas,Trombas,5221452,BR
Trombudo Central,Trombudo Central,4218608,BR
Tron,ตรอน,5302,TH
Trondheim,Trondheim,5001,NO
Trong Gewog,Trong,3008,BT
Troodos,Τρόοδος,5356,CY
Tropovci,Tropovci,010019,SI
Trosa Municipality,Trosa,0488,SE
Trosnyanskiy municipal'nyy rayon,Троснянский муниципальный район,54254,RU
Trotkova,Trotkova,148012,SI
Trou-du-Nord Arrondissement,Trou Du Nord,HTA20403,HT
Troulloi,Τρούλλοι,4101,CY
Troup County,Troup,13285,US
Trousdale County,Trousdale,47169,US
Troyan,Троян,LOV34,BG
Troščine,Troščine,032051,SI
Trpanj,Trpanj,06017,HR
Trpinja,Trpinja,04642,HR
Trpčane,Trpčane,038055,SI
Trsek,Trsek,050096,SI
Trstenik,Трстеник,71170,RS
Trstenik,Trstenik,052042,SI
Trstenik,Trstenik,087083,SI
Trstenik,Trstenik,148013,SI
Trstenik,Trstenik,211019,SI
Trtnik,Trtnik,128063,SI
Trubchevskiy municipal'nyy rayon,Трубчевский муниципальный район,15256,RU
Trujillo,Trujillo,0201,HN
Trujillo,Trujillo,2118,VE
Trujillo Alto,Trujillo Alto,72139,PR
Trujillo Province,Trujillo,1301,PE
Trumbull County,Trumbull,39155,US
Trunovskiy municipal'nyy rayon,Труновский муниципальный район,07254,RU
Trutnov District,Trutnov,525,CZ
Truške,Truške,050097,SI
Trușești,Trușești,039328,RO
Tryavna,Трявна,GAB35,BG
Trypimeni,Τρυπημένη,3239,CY
Trysil,Trysil,3421,NO
Trzebnica County,powiat trzebnicki,0220,PL
Trzin,Trzin,186001,SI
Træna,Træna,1835,NO
Três Corações,Três Corações,3169307,BR
Trčkov Grič,Trčkov Grič,140025,SI
Trčova,Trčova,070043,SI
Trška Gora,Trška Gora,054161,SI
Trška Gora,Trška Gora,085204,SI
Trška Gorca,Trška Gorca,120101,SI
Trščina,Trščina,110099,SI
Tržec,Tržec,135036,SI
Tržič,Tržič,020022,SI
Tržič,Tržič,131030,SI
Tržišče,Tržišče,106033,SI
Tržišče,Tržišče,110100,SI
Ts'A-Le-Moleka,Tsa-le-Moleka,B04,LS
Tsada,Τσάδα,6120,CY
Tsagaan-Ovoo,Цагаан-Овоо,0912,MN
Tsagaan-Uul,Цагаан-Уул,2118,MN
Tsagaan-Uur,Цагаан-Үүр,2119,MN
Tsagaanchuluut,Цагаанчулуут,1119,MN
Tsagaandelger,Цагаандэлгэр,1014,MN
Tsagaankhairkhan,Цагаанхайрхан,1118,MN
Tsagaankhairkhan,Цагаанхайрхан,1819,MN
Tsagaannuur,Цагааннуур,1616,MN
Tsagaannuur,Цагааннуур,2117,MN
Tsageri,ცაგერი,0804,GE
Tsakaling Gewog,Tsakaling,1716,BT
Tsakhir,Цахир,0114,MN
Tsakistra,Τσακίστρα,1426,CY
Tsalenjikha,წალენჯიხი,0908,GE
Tsalka,წალკი,1107,GE
Tsamang Gewog,Tsamang,1717,BT
Tsamba-Magotsi Department,Tsamba-Magotsi,409,GA
Tsana-Talana,Tsana-Talana,E06,LS
Tsandi Constituency,Tsandi,0202,NA
Tsangano District,Tsangano,05012,MZ
Tsangkha Gewog,Tsangkha,1312,BT
Tsanyawa,Tsanyawa,2040,NG
Tsar Kaloyan,Цар Калоян,RAZ36,BG
Tsaratanana,Tsaratanana,4103,MG
Tsarevo,Царево,BGS13,BG
Tschahbahar,چاه بهار,1602,IR
Tseel,Цээл,0515,MN
Tseel,Цээл,1724,MN
Tselinograd audany,Целиноград ауданы,1166,KZ
Tseminyü district,Tseminyu,757,IN
Tsendagang Gewog,Tsendagang,1313,BT
Tsengel,Цэнгэл,0214,MN
Tsenkhar,Tsaenkhar,1608,BT
Tsenkher,Цэнхэр,0115,MN
Tsenkhermandal,Цэнхэрмандал,2217,MN
Tsenovo,Ценово,RSE37,BG
Tsento Gewog,Tsento,1809,BT
Tsentral'nyy,Центральный,40298,RU
Tsentral'nyy,Центральный,45286,RU
Tseri,Τσέρι,1225,CY
Tserkezoi,Τσερκέζοι,5202,CY
Tserkezoi,Τσερκέζοι,5202,XS
Tserona District,Tsorona,212,ER
Tsetseg,Цэцэг,2015,MN
Tsetsen-Uul,Цэцэн-Уул,1120,MN
Tsetserleg,Цэцэрлэг,0116,MN
Tsetserleg,Цэцэрлэг,2120,MN
Tseza Gewog,Tseza,1314,BT
Tshela,Tshela,2031,CD
Tshikapa,Tshikapa,9201,CD
Tshilenge District,Tshilenge,8025,CD
Tsholingkhar,Tsholingkhar,2811,BT
Tsholotsho District,Tsholotsho,086,ZW
Tsiaki,Tsiaki,0109,CG
Tsihombe (district),Tsihombe,6104,MG
Tsirang Teo,Tsirang Toe,2812,BT
Tsiroanomandidy,Tsiroanomandidy,1202,MG
Tsis,Siis,206,FM
Tskaltubo,წყალტუბო,0509,GE
Tsoelikana,Tsoelikana,H03,LS
Tsogt,Цогт,0514,MN
Tsogt-Ovoo,Цогт-Овоо,1414,MN
Tsogttsetsii,Цогтцэций,1415,MN
Tsoilitsoili,Tsuili-Tsuili,C11,LS
Tsu-shi,津市,242012,JP
Tsubame-shi,燕市,152137,JP
Tsubata-machi,津幡町,173614,JP
Tsubetsu-cho,津別町,015440,JP
Tsuchiura-shi,土浦市,082031,JP
Tsugaru-shi,つがる市,022098,JP
Tsukigata-cho,月形町,014303,JP
Tsukuba-shi,つくば市,082201,JP
Tsukubamirai-shi,つくばみらい市,082350,JP
Tsukumi-shi,津久見市,442071,JP
Tsumagoi-mura,嬬恋村,104256,JP
Tsumeb Constituency,Tsumeb,0510,NA
Tsumkwe Constituency,Tsumkwe,0907,NA
Tsunagi-machi,津奈木町,434841,JP
Tsunan-machi,津南町,154822,JP
Tsuno-cho,津野町,394114,JP
Tsuno-cho,都農町,454061,JP
Tsuru-shi,都留市,192040,JP
Tsuruga-shi,敦賀市,182028,JP
Tsurugashima-shi,鶴ヶ島市,112411,JP
Tsurugi-cho,つるぎ町,364681,JP
